"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar dos productos al carrito de compras","Agregar 2 productos al carro de compras","ERROR","2023-10-07T22:07:15.8004802-05:00[America/Bogota]","0.0","59.91"
